Name,Platform,Publisher,Developer,Genre,Rating,Year_of_Release,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Gun,PS2,Activision,Neversoft Entertainment,Shooter,M,2005,77,43,8.7,70,1.17
Ty the Tasmanian Tiger,PS2,Electronic Arts,Krome Studios,Platform,E,2002,70,14,8.8,60,1.17
Resident Evil: Operation Raccoon City,PS3,Capcom,Slant Six,Action,M,2012,52,36,4.9,222,1.17
Mega Man 3,NES,Capcom,,Platform,,1990,,,,,1.17
LEGO Indiana Jones: The Original Adventures,PSP,LucasArts,Traveller's Tales,Action,E10+,2008,76,8,7.6,11,1.17
PokéPark Wii: Pikachu's Adventure,Wii,Nintendo,Creatures Inc.,Adventure,E,2009,62,22,7.2,36,1.17
WWE '12,PS3,THQ,Yuke's,Fighting,T,2011,72,28,6.9,80,1.17
Mad Max (2015),PS4,Warner Bros. Interactive Entertainment,,Action,,2015,,,,,1.17
Romancing SaGa 2,SNES,SquareSoft,,Role-Playing,,1993,,,,,1.17
Mission: Impossible,N64,Ocean,,Action,,1997,,,,,1.17
Cabela's Dangerous Hunts,PS2,Zoo Digital Publishing,Sand Grain Studios,Sports,T,2003,57,4,8.4,37,1.17
Grand Theft Auto V,PC,Take-Two Interactive,Rockstar North,Action,M,2015,96,57,7.9,3756,1.17
Fallout: New Vegas,PC,Bethesda Softworks,Obsidian Entertainment,Role-Playing,M,2010,84,39,8.6,2754,1.17
Cool Boarders 4,PS,989 Studios,,Sports,,1998,,,,,1.17
WWE SmackDown vs. Raw 2010,PS3,THQ,Yuke's,Fighting,T,2009,81,38,8.1,55,1.17
Rage Racer,PS,Sony Computer Entertainment,,Racing,,1996,,,,,1.17
Medal of Honor: Rising Sun,XB,Electronic Arts,EA LA,Shooter,T,2003,65,23,5.8,28,1.17
Army of Two,PS3,Electronic Arts,EA Montreal,Shooter,M,2008,74,43,7.3,118,1.17
Spore,PC,Electronic Arts,Maxis,Strategy,E10+,2008,84,75,5.3,1711,1.17
Destruction Derby 2,PS,Psygnosis,,Racing,,1996,,,,,1.17
Mario vs. Donkey Kong,GBA,Nintendo,Nintendo,Puzzle,E,2004,81,43,8,31,1.17
LEGO Star Wars III: The Clone Wars,PS3,LucasArts,Traveller's Tales,Action,E10+,2011,76,36,7.3,34,1.16
Midnight Club 3: DUB Edition Remix,PS2,Take-Two Interactive,Rockstar San Diego,Racing,E10+,2006,85,19,8.9,53,1.16
Tom Clancy's Ghost Recon: Jungle Storm,PS2,Ubisoft,Red Storm Entertainment,Shooter,T,2004,70,31,6.3,24,1.16
Bushido Blade,PS,Sony Computer Entertainment,Light Weight,Fighting,T,1997,83,13,7.9,16,1.16
Mirror's Edge,X360,Electronic Arts,EA DICE,Platform,T,2008,79,82,7.6,328,1.16
Sonic the Hedgehog,PS3,Sega,Sonic Team,Platform,E10+,2006,43,17,4.1,176,1.16
NASCAR Thunder 2002,PS2,Electronic Arts,EA Sports,Racing,E,2001,85,17,8.5,22,1.16
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,Konami Digital Entertainment,,Role-Playing,,2002,,,,,1.16
Sega Rally Championship,SAT,Sega,,Racing,,1995,,,,,1.16
Jet Force Gemini,N64,Nintendo,,Shooter,,1999,,,,,1.16
Mega Man X,SNES,Capcom,,Platform,,1993,,,,,1.16
Test Drive: Off Road,PS,Eidos Interactive,,Racing,,1997,,,,,1.16
Your Shape: Fitness Evolved 2012,X360,Ubisoft,Ubisoft,Sports,E,2011,77,13,7.6,21,1.16
FIFA 14,XOne,Electronic Arts,EA Canada,Sports,E,2013,88,22,5.8,328,1.16
Final Fantasy Tactics: The War of the Lions,PSP,Square Enix,TOSE,Role-Playing,T,2007,88,41,8,238,1.16
LEGO Star Wars: The Video Game,XB,Eidos Interactive,,Action,,2005,,,,,1.16
Sniper: Ghost Warrior,X360,City Interactive,City Interactive,Shooter,M,2010,45,39,5.8,89,1.16
Sonic Rush Adventure,DS,Sega,Dimps Corporation,Platform,E,2007,78,32,8.2,66,1.15
Worldwide Soccer Manager 2009,PC,Sega,Sports Interactive,Simulation,E,2008,83,29,8.1,30,1.15
Gauntlet: Dark Legacy,PS2,Midway Games,Midway,Action,T,2001,73,15,8.3,30,1.15
Medal of Honor Heroes 2,PSP,Electronic Arts,EA LA,Shooter,T,2007,69,20,7.3,30,1.15
Bad Boys: Miami Takedown,PS2,Empire Interactive,Blitz Games,Shooter,M,2004,43,5,3.4,13,1.15
Wario Land: Shake It!,Wii,Nintendo,,Platform,,2008,,,,,1.15
Football Manager 2013,PC,Sega,Sports Interactive,Sports,,2012,86,37,6.7,228,1.15
Kaboom!,2600,Activision,,Misc,,1980,,,,,1.15
Medal of Honor: Warfighter,X360,Electronic Arts,Danger Close,Action,M,2012,53,43,5.4,437,1.15
Qix,GB,Nintendo,,Puzzle,,1990,,,,,1.15
Derby Stallion III,SNES,ASCII Entertainment,,Sports,,1995,,,,,1.15
Doraemon,NES,Hudson Soft,,Action,,1986,,,,,1.15
High School Musical 2: Work This Out!,DS,Disney Interactive Studios,,Misc,,2008,,,,,1.15
FIFA Soccer 10,PSP,Electronic Arts,EA Sports,Sports,E,2009,83,9,7.9,14,1.15
Donkey Konga,GC,Nintendo,Namco,Misc,E,2003,76,55,8.3,21,1.15
Call of Duty 4: Modern Warfare,PC,Activision,Infinity Ward,Shooter,M,2007,92,40,8.5,2360,1.15
Dragon Quest I & II,SNES,Enix Corporation,,Role-Playing,,1993,,,,,1.15
Tak and the Power of Juju,PS2,THQ,Avalanche Software,Platform,E,2003,68,28,9,28,1.15
WWE 2K15,PS4,Take-Two Interactive,Yuke's,Sports,T,2014,62,44,5.1,164,1.15
Asteroids,PS,Success,,Shooter,,1998,,,,,1.15
Puyo Puyo Sun Ketteiban,PS,Compile,,Puzzle,,1997,,,,,1.15
Action Bass,PS,Take-Two Interactive,Vingt-et-un Systems,Action,E,2000,51,8,tbd,,1.14
Tenchu: Wrath of Heaven,PS2,Activision,K2 LLC,Action,M,2003,79,33,8.4,38,1.14
Shadow of the Colossus,PS2,Sony Computer Entertainment,SCE Japan Studio,Action,T,2005,91,77,9.1,933,1.14
Brave Fencer Musashi,PS,SquareSoft,SquareSoft,Role-Playing,E,1998,81,12,8.5,17,1.14
Ninja Gaiden Sigma,PS3,Eidos Interactive,Team Ninja,Action,M,2007,88,46,7.5,155,1.14
WWE 2K14,PS3,Take-Two Interactive,Yuke's,Sports,T,2013,74,22,7.5,121,1.14
Pokemon Rumble Blast,3DS,Nintendo,Ambrella,Action,E10+,2011,56,36,7.1,50,1.14
007: Quantum of Solace,PS3,Activision,Treyarch,Action,T,2008,65,42,6.6,47,1.14
Dance Dance Revolution Extreme 2,PS2,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,Simulation,E10+,2005,76,27,9,21,1.14
Resident Evil - Code: Veronica,DC,Eidos Interactive,,Action,,2000,,,,,1.14
Super R.C. Pro-Am,GB,Nintendo,,Racing,,1991,,,,,1.14
South Park,N64,Acclaim Entertainment,,Shooter,,1998,,,,,1.14
Commando,NES,Capcom,,Action,,1986,,,,,1.14
Pilotwings,SNES,Nintendo,,Simulation,,1990,,,,,1.14
The Lord of the Rings: The Return of the King,XB,Electronic Arts,EA Games,Action,T,2003,84,31,9.1,31,1.14
LEGO Star Wars: The Video Game,GBA,Eidos Interactive,,Action,,2005,,,,,1.14
Hot Shots Golf: Out of Bounds,PS3,Sony Computer Entertainment,Clap Hanz,Sports,E,2007,81,66,8.8,32,1.14
Royal Palace of White Sword and The City of Gentiles,PS2,Take-Two Interactive,,Role-Playing,,2005,,,,,1.14
Red Dead Redemption: Undead Nightmare,PS3,Take-Two Interactive,Rockstar San Diego,Action,M,2010,,,7.4,17,1.14
Ratchet & Clank: All 4 One,PS3,Sony Computer Entertainment,,Platform,,2011,,,,,1.14
Sunset Overdrive,XOne,Microsoft Game Studios,Insomniac Games,Shooter,M,2014,81,89,7.7,1137,1.14
Mobile Suit Gundam: Federation vs. Zeon,PS2,Atari,Capcom,Simulation,T,2001,73,15,8.8,32,1.14
Need for Speed Underground 2,GC,Electronic Arts,,Racing,,2004,,,,,1.14
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Namco Bandai Games,CyberConnect2,Fighting,T,2016,79,60,8.2,201,1.14
MechAssault,XB,Microsoft Game Studios,Day 1 Studios,Simulation,T,2002,87,32,8,47,1.13
EA Sports Active: More Workouts,Wii,Electronic Arts,Electronic Arts,Sports,E,2009,80,15,tbd,,1.13
Derby Stallion 99,PS,ASCII Entertainment,,Sports,,1999,,,,,1.13
Cars,GBA,THQ,Helixe,Racing,E,2006,50,8,4.7,6,1.13
Watch Dogs 2,PS4,Ubisoft,Ubisoft Montreal,Action,M,2016,83,88,7.8,621,1.13
LEGO Star Wars III: The Clone Wars,3DS,LucasArts,Traveller's Tales,Action,E10+,2011,67,25,6.1,31,1.13
Tom Clancy's Rainbow Six 3: Black Arrow,XB,Ubisoft,Ubisoft Montreal,Shooter,M,2004,84,55,8.6,14,1.13
Donkey Kong,NES,Nintendo,,Platform,,1983,,,,,1.13
Mirror's Edge,PS3,Electronic Arts,EA DICE,Platform,T,2008,79,66,7.8,362,1.13
Guitar Hero 5,X360,Activision,Neversoft Entertainment,Misc,T,2009,85,69,6.8,108,1.13
Alien: Isolation,PS4,Sega,Creative Assembly,Shooter,M,2014,79,50,8.1,795,1.13
Jampack Winter '98,PS,Sony Computer Entertainment,,Misc,,1998,,,,,1.13
Fantasy Life,3DS,Nintendo,"Level 5, Brownie Brown",Role-Playing,E10+,2012,73,51,8.6,209,1.13
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,Nintendo,,Role-Playing,,2005,,,,,1.13
SingStar,PS3,Sony Computer Entertainment,SCEE London Studio,Misc,T,2007,82,48,5.9,15,1.13
The Legend of Zelda: Tri Force Heroes,3DS,Nintendo,Nintendo,Action,E,2015,73,73,7.6,179,1.12
Moon Patrol,2600,Atari,,Shooter,,1982,,,,,1.12
Supercar Street Challenge,PS2,Activision,Exakt,Racing,E,2001,57,15,7.6,9,1.12
Pilotwings 64,N64,Nintendo,,Simulation,,1996,,,,,1.12
Rabbids Go Home,Wii,Ubisoft,Ubisoft Montpellier,Platform,E10+,2009,78,50,8.3,32,1.12
ModNation Racers,PS3,Sony Computer Entertainment,United Front Games,Racing,E,2010,82,85,8.4,201,1.12
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Sony Computer Entertainment,Zipper Interactive,Shooter,M,2005,82,44,8.6,63,1.12
Rocksmith,PS3,Ubisoft,Ubisoft,Misc,T,2011,80,27,8.3,52,1.12
Call Of Duty 2: Big Red One,XB,Activision,Treyarch,Shooter,T,2005,78,46,5.1,27,1.12
Yoshi's Cookie,NES,Nintendo,,Puzzle,,1992,,,,,1.12
Rocksmith,X360,Ubisoft,Ubisoft,Misc,T,2011,77,30,8.2,62,1.12
Guitar Hero 5,PS2,Activision,BudCat,Misc,T,2009,71,4,2.6,10,1.12
Worldwide Soccer Manager 2008,PC,Russel,Sports Interactive,Sports,E,2007,86,15,8,19,1.12
Yakuza 3,PS3,Sega,Ryu ga Gotoku Studios,Action,M,2009,79,77,8.1,165,1.12
Persona 4: Golden,PSV,Atlus,Atlus,Role-Playing,M,2012,93,61,9.2,1228,1.12
Spider-Man 2,XB,Activision,Treyarch,Action,T,2004,83,60,8.3,40,1.12
Crackdown 2,X360,Microsoft Game Studios,Ruffian Games,Shooter,M,2010,70,91,6,202,1.12
The Beatles: Rock Band,PS3,MTV Games,Harmonix Music Systems,Misc,T,2009,88,60,8.7,59,1.12
Dragon Age II,X360,Electronic Arts,BioWare,Action,M,2011,79,75,4.5,2380,1.11
Counter-Strike,XB,Microsoft Game Studios,Valve Software,Shooter,M,2003,74,38,7.6,51,1.11
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,Activision,,Action,,2007,,,,,1.11
Guitar Hero Encore: Rocks The 80s,PS2,RedOctane,Harmonix Music Systems,Misc,T,2007,69,50,6.3,31,1.11
Fight Night Champion,PS3,Electronic Arts,EA Canada,Fighting,M,2011,84,52,7.3,95,1.11
Rock Band,PS2,Electronic Arts,Harmonix Music Systems,Misc,T,N/A,82,8,6.8,13,1.11
Tom Clancy's Splinter Cell: Chaos Theory,XB,Ubisoft,Ubisoft Montreal,Action,M,2005,94,70,9,160,1.11
NBA Jam Tournament Edition,GEN,Acclaim Entertainment,,Sports,,1994,,,,,1.11
Donkey Kong Jr.,NES,Nintendo,,Platform,,1983,,,,,1.11
Arc the Lad,PS,Sony Computer Entertainment,,Role-Playing,,1995,,,,,1.11
Legend of Mana,PS,SquareSoft,,Role-Playing,,1999,,,,,1.11
Pikmin 3,WiiU,Nintendo,Nintendo,Strategy,E10+,2013,87,79,8.7,664,1.11
WWE 2K14,X360,Take-Two Interactive,Yuke's,Sports,T,2013,75,43,7.7,100,1.11
Dragon Ball: XenoVerse,PS4,Namco Bandai Games,Dimps Corporation,Fighting,T,2015,69,50,7.7,598,1.11
Lumines: Puzzle Fusion,PSP,Ubisoft,,Puzzle,,2004,,,,,1.11
Megamania,2600,Activision,,Shooter,,1981,,,,,1.1
Jungle Hunt,2600,Atari,,Platform,,1982,,,,,1.1
Castlevania: Lords of Shadow,PS3,Konami Digital Entertainment,Mercury Steam,Action,M,2010,85,62,8,468,1.1
Triple Play 98,PS,Electronic Arts,,Sports,,1997,,,,,1.1
Plants vs. Zombies,DS,Mastertronic,TOSE,Strategy,E10+,2011,81,23,7.4,29,1.1
Lode Runner,NES,Hudson Soft,,Puzzle,,1984,,,,,1.1
The Final Fantasy Legend,GB,SquareSoft,,Role-Playing,,1989,,,,,1.1
Famicom Jump: Eiyuu Retsuden,NES,Namco Bandai Games,,Role-Playing,,1989,,,,,1.1
F-Zero X,N64,Nintendo,,Racing,,1998,,,,,1.1
Popeye,NES,Nintendo,,Platform,,1983,,,,,1.1
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,Konami Digital Entertainment,,Strategy,,1999,,,,,1.1
Omerta: City of Gangsters,PS3,Konami Digital Entertainment,,Simulation,,2011,,,,,1.1
NBA Live 2001,PS2,Electronic Arts,EA Sports,Sports,E,2001,74,18,tbd,,1.1
SingStar Legends,PS2,Sony Computer Entertainment,SCEE London Studio,Misc,T,2006,76,25,tbd,,1.1
SingStar Rocks!,PS2,Sony Computer Entertainment,,Misc,,2006,,,,,1.1
Tales of Symphonia,GC,Nintendo,Namco,Role-Playing,T,2003,86,60,8.5,176,1.1
LEGO City Undercover,WiiU,Nintendo,TT Games,Platform,E10+,2013,80,66,8.2,283,1.1
Need for Speed: ProStreet,Wii,Electronic Arts,EA Games,Racing,E10+,2007,61,16,6.9,14,1.1
GRID,PS3,Codemasters,Codemasters,Racing,E,2008,87,39,8.1,109,1.1
Medal of Honor: Airborne,X360,Electronic Arts,Electronic Arts,Shooter,T,2007,73,54,6.7,77,1.1
Star Ocean: The Second Story,PS,Sony Computer Entertainment,Tri-Ace,Role-Playing,E,1998,80,13,8.5,44,1.1
Petz Dogz 2,DS,Ubisoft,MTO,Simulation,E,2007,,,tbd,,1.1
NCAA Football 14,X360,Electronic Arts,EA Tiburon,Sports,E,2013,77,18,5.8,74,1.09
Yakuza 2,PS2,Sega,Amusement Vision,Adventure,M,2006,77,34,8.1,52,1.09
Guitar Hero 5,PS3,Activision,Neversoft Entertainment,Misc,T,2009,86,54,5.7,87,1.09
Dragon Ball Z: The Legacy of Goku II,GBA,Atari,Webfoot Technologies,Role-Playing,E,2003,75,21,8.9,39,1.09
NERF N-Strike,Wii,Electronic Arts,"EA Redwood Shores, EA Salt Lake",Shooter,E10+,2008,66,13,4.4,7,1.09
NFL 2K1,DC,Sega,Visual Concepts,Sports,E,2000,97,22,6,47,1.09
BeatMania,PS,Konami Digital Entertainment,,Simulation,,1998,,,,,1.09
Untold Legends: Brotherhood of the Blade,PSP,Activision,Sony Online Entertainment,Role-Playing,T,2005,68,51,7.6,58,1.09
Project CARS,PS4,Slightly Mad Studios,Slightly Mad Studios,Racing,E,2015,83,37,6.6,363,1.09
Madden NFL 2004,XB,Electronic Arts,EA Tiburon,Sports,E,2003,92,27,8.3,48,1.09
Sonic and the Black Knight,Wii,Sega,Sonic Team,Platform,E10+,2009,54,51,6.9,198,1.09
The Godfather,PS2,Electronic Arts,Electronic Arts,Action,M,2006,75,56,8.3,99,1.09
Sonic Free Riders,X360,Sega,Sega,Racing,E,2010,47,52,2.1,98,1.09
Star Wars: Bounty Hunter,PS2,LucasArts,LucasArts,Shooter,T,2002,65,32,8.3,33,1.09
Densha De Go!,PS,Taito,,Simulation,,1997,,,,,1.09
WWE SmackDown vs. Raw 2011,PS3,THQ,Yuke's,Fighting,T,2010,74,42,6.9,41,1.09
LEGO Star Wars III: The Clone Wars,DS,LucasArts,Traveller's Tales,Action,E,2011,66,8,tbd,,1.09
NCAA Football 13,X360,Electronic Arts,EA Tiburon,Action,E,2012,76,20,5.5,65,1.09
Skate 2,X360,Electronic Arts,EA Black Box,Sports,T,2009,84,70,8,72,1.09
NFL Blitz 2000,PS,Midway Games,,Sports,,1998,,,,,1.09
NASCAR Thunder 2004,PS2,Electronic Arts,EA Tiburon,Racing,E,2003,88,15,8.9,77,1.08
SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,THQ,Big Sky Software,Platform,E,2002,,,6.6,41,1.08
Imagine: Babysitters,DS,Ubisoft,Visual Impact,Simulation,E,2008,,,tbd,,1.08
Namco Museum Battle Collection,PSP,Sony Computer Entertainment,TOSE,Misc,E10+,2005,73,28,7.2,9,1.08
Fisherman's Bass Club,PS2,Agetec,Vingt-et-un Systems,Sports,E,2002,,,tbd,,1.08
Empire: Total War,PC,Sega,Creative Assembly,Strategy,T,2009,90,62,6.9,2981,1.08
Virtua Fighter 5,PS3,Sega,Sega AM2,Fighting,T,2007,85,47,7.4,67,1.08
Dante's Inferno,PS3,Electronic Arts,Visceral Games,Action,M,2010,75,69,7.5,265,1.08
Toy Story 3: The Video Game,PS3,Disney Interactive Studios,,Action,,2010,,,,,1.08
Joust,2600,Atari,,Platform,,1982,,,,,1.08
Tom Clancy's Ghost Recon 2,PS2,Ubisoft,Ubisoft Shanghai/Paris,Shooter,T,2004,58,21,6,19,1.08
Final Fantasy XIV: A Realm Reborn,PS3,Square Enix,,Role-Playing,,2013,,,,,1.08
Forza Horizon 3,XOne,Microsoft Game Studios,Playground Games,Racing,E,2016,91,90,7.4,594,1.08
Disney Infinity 2.0: Marvel Super Heroes,X360,Disney Interactive Studios,,Action,,2014,,,,,1.08
Ready 2 Rumble Boxing,PS,Midway Games,,Sports,,1998,,,,,1.08
Star Wars: The Force Unleashed,PSP,LucasArts,Krome Studios,Action,T,2008,70,10,8.1,49,1.08
Dragon Ball Z: Taiketsu,GBA,Atari,Webfoot Technologies,Fighting,T,2003,40,23,6.1,22,1.08
Disney's Lilo & Stitch,GBA,Ubisoft,,Platform,,2002,,,,,1.08
Star Fox: Assault,GC,Nintendo,Namco,Shooter,T,2005,67,59,8.1,106,1.08
Plants vs. Zombies: Garden Warfare,X360,Electronic Arts,PopCap,Shooter,E10+,2014,69,6,7.3,121,1.08
The Simpsons Game,PSP,Electronic Arts,"Electronic Arts, Rebellion",Action,T,2007,59,7,6.7,15,1.07
Doko Demo Issyo,PS,Sony Computer Entertainment,,Misc,,1999,,,,,1.07
LEGO Star Wars II: The Original Trilogy,DS,LucasArts,Amaze Entertainment,Action,E,2006,47,9,5,38,1.07
Call of Duty 3,PS2,Activision,Treyarch,Shooter,T,2006,82,14,7.4,83,1.07
FIFA Soccer 11,Wii,Electronic Arts,EA Sports,Sports,E,2010,73,17,7.3,8,1.07
Imagine: Fashion Designer New York,DS,Ubisoft,"Lexis Numerique, Virtual Toys",Simulation,E,2008,,,tbd,,1.07
Prince of Persia,PS3,Ubisoft,Ubisoft Montreal,Action,T,2008,85,59,7.3,245,1.07
Championship Manager 99/00,PC,Eidos Interactive,,Sports,,1999,,,,,1.07
Virtua Fighter,SAT,Sega,,Fighting,,1994,,,,,1.07
WWE SmackDown vs. Raw 2010,PS2,THQ,Yuke's,Fighting,T,2009,,,7.7,31,1.07
The Biggest Loser,Wii,THQ,,Sports,,2009,,,,,1.07
Marvel vs. Capcom 3: Fate of Two Worlds,X360,Capcom,,Fighting,,2011,,,,,1.07
Tomb Raider: Underworld,X360,Eidos Interactive,Crystal Dynamics,Action,T,2008,76,57,6.6,198,1.07
NHL 99,PS,Electronic Arts,,Sports,,1997,,,,,1.07
Pro Evolution Soccer 2008,X360,Konami Digital Entertainment,Konami,Sports,E,2007,76,29,7.8,36,1.07
SoulCalibur III,PS2,Namco Bandai Games,Namco,Fighting,T,2005,86,57,8.4,96,1.07
Tiger Woods PGA Tour 10,Wii,Electronic Arts,EA Tiburon,Sports,E,2009,88,44,8.8,57,1.07
MySims Agents,DS,Electronic Arts,TOSE,Adventure,E,2009,60,5,tbd,,1.07
Ridge Racer Revolution,PS,Sony Computer Entertainment,,Racing,,1995,,,,,1.07
World Tour Soccer,PSP,Sony Computer Entertainment,SCEE,Sports,E,2005,70,31,5.6,5,1.07
Naruto: Ultimate Ninja Storm,PS3,Namco Bandai Games,CyberConnect2,Fighting,T,2008,75,32,8.6,95,1.07
Red Dead Redemption: Undead Nightmare,X360,Take-Two Interactive,Rockstar San Diego,Action,M,2010,,,7.6,18,1.07
Lightning Returns: Final Fantasy XIII,PS3,Square Enix,Square Enix,Role-Playing,T,2013,66,62,5.9,552,1.07
Hot Wheels Turbo Racing,PS,Electronic Arts,,Racing,,1999,,,,,1.07
NCAA Football 99,PS,Electronic Arts,,Sports,,1998,,,,,1.06
Mortal Kombat: Armageddon,PS2,Midway Games,Midway,Fighting,M,2006,75,43,8.5,84,1.06
Freekstyle,PS2,Electronic Arts,Page 44 Studios,Racing,E,2002,81,25,7.3,14,1.06
Grand Theft Auto: Chinatown Wars,PSP,Take-Two Interactive,Rockstar Leeds,Action,M,2009,90,77,7.3,146,1.06
Spore Creatures,DS,Electronic Arts,Griptonite Games,Simulation,E,2008,65,20,6.5,21,1.06
The Orange Box,PS3,Electronic Arts,EA Games,Shooter,M,2007,89,21,8.4,188,1.06
Simple 1500 Series Vol. 1: The Mahjong,PS,D3Publisher,,Misc,,1998,,,,,1.06
DJ Hero,X360,Activision,FreeStyleGames,Misc,T,2009,84,72,8,42,1.06
Bully: Scholarship Edition,X360,Take-Two Interactive,"Mad Doc Software, Rockstar Vancouver",Action,T,2008,80,56,8.3,154,1.06
NBA Street V3,PS2,Electronic Arts,EA Canada,Sports,E,2005,89,36,8.7,37,1.06
Worms Armageddon,PS,Microprose,,Strategy,,1999,,,,,1.06
Hulk,PS2,Universal Interactive,Radical Entertainment,Action,T,2003,71,28,8.3,22,1.06
Overwatch,XOne,Activision,Blizzard Entertainment,Shooter,T,2016,91,18,5.6,668,1.06
NFL Quarterback Club 98,N64,Acclaim Entertainment,,Sports,,1997,,,,,1.06
NFL Blitz,N64,Midway Games,,Sports,,1998,,,,,1.06
Aliens vs Predator,X360,Sega,Rebellion,Shooter,M,2010,64,64,7.3,247,1.06
Skylanders Giants,PS3,Activision,Toys for Bob,Action,E10+,2012,77,21,6.3,18,1.06
Diablo II: Lord of Destruction,PC,Vivendi Games,Blizzard North,Role-Playing,M,2001,87,21,9.1,639,1.06
Endless Ocean,Wii,Nintendo,Arika,Adventure,E,2007,72,42,8.1,61,1.06
Spider-Man 2,GBA,Activision,Digital Eclipse,Action,E,2004,65,12,7.7,6,1.06
Seek and Destroy,PS2,Play It,Barnhouse Effect,Racing,T,2002,63,9,8.8,10,1.06
Darksiders,X360,THQ,Vigil Games,Action,M,2010,83,81,7.9,292,1.06
Mercenaries 2: World in Flames,X360,Electronic Arts,Pandemic Studios,Shooter,T,2008,72,69,7.2,152,1.06
LEGO Marvel Super Heroes,XOne,Warner Bros. Interactive Entertainment,TT Games,Action,E10+,2013,,,6.8,73,1.06
Warhawk,PS3,Sony Computer Entertainment,Incognito Inc.,Simulation,T,2007,84,50,8.4,183,1.06
DiRT 3,PS3,Codemasters,Codemasters,Racing,T,2011,87,52,7.1,122,1.06
Sega Superstars Tennis,Wii,Sega,Sumo Digital,Sports,E10+,2008,71,24,7,16,1.05
DiRT,PS3,Codemasters,Codemasters,Racing,E,2007,83,32,8,32,1.05
Call of Duty 4: Modern Warfare,DS,Activision,n-Space,Shooter,T,2007,75,22,6.9,36,1.05
Cosmic Ark,2600,Imagic,,Shooter,,1981,,,,,1.05
Resident Evil: The Darkside Chronicles,Wii,Capcom,Cavia Inc.,Action,M,2009,75,55,8,60,1.05
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Sony Computer Entertainment,Zipper Interactive,Shooter,T,2006,81,31,9,36,1.05
Defender,2600,Atari,,Misc,,1980,,,,,1.05
Dora the Explorer: Dora Saves the Mermaids,DS,Take-Two Interactive,Black Lantern Studios,Platform,E,2007,44,5,tbd,,1.05
Arc the Lad II,PS,Sony Computer Entertainment,,Role-Playing,,1996,,,,,1.05
Tag Team Match M.U.S.C.L.E.,NES,Namco Bandai Games,,Fighting,,1985,,,,,1.05
Derby Stallion 96,SNES,ASCII Entertainment,,Sports,,1996,,,,,1.05
Adventure Island,NES,Hudson Soft,,Platform,,1986,,,,,1.05
NBA 2K3,PS2,Sega,Visual Concepts,Sports,E,2002,89,21,8,22,1.05
LEGO The Lord of the Rings,PS3,Warner Bros. Interactive Entertainment,TT Games,Action,E10+,2012,82,16,8.3,85,1.05
The Simpsons: Road Rage,XB,Electronic Arts,Fox Interactive,Racing,T,2001,61,17,8.3,6,1.05
Dave Mirra Freestyle BMX,PS,Acclaim Entertainment,"Z-Axis, Ltd.",Sports,E,2000,82,14,8.4,5,1.05
EA Sports UFC,PS4,Electronic Arts,EA Sports,Sports,T,2014,70,57,6.1,279,1.05
Forza Motorsport,XB,Microsoft Game Studios,Microsoft Game Studios,Racing,E,2005,92,73,7.6,213,1.05
Virtua Tennis 3,PS3,Sega,Sega AM3,Sports,E,2007,80,35,7.9,32,1.05
Monster Rancher 2,PS,Sony Computer Entertainment,Tecmo,Simulation,E,1998,83,6,,,1.05
MVP Baseball 2003,PS2,Electronic Arts,EA Sports,Sports,E,2003,81,22,8.9,17,1.04
Imagine: Animal Doctor,DS,Ubisoft,Virtual Toys,Simulation,E,2007,,,7.4,5,1.04
Legacy of Kain: Soul Reaver,PS,Eidos Interactive,Crystal Dynamics,Action,T,N/A,91,17,9,132,1.04
WWE SmackDown vs. Raw 2010,X360,THQ,Yuke's,Fighting,T,2009,80,59,8.4,36,1.04
Tales of Destiny,PS,Namco Bandai Games,,Role-Playing,,1997,,,,,1.04
Sleeping Dogs,PS3,Square Enix,United Front Games,Action,M,2012,83,40,7.7,645,1.04
ATV: Quad Power Racing,PS,Acclaim Entertainment,Climax Group,Racing,E,2000,42,9,tbd,,1.04
Mega Man X4,PS,Virgin Interactive,,Action,,1996,,,,,1.04
Naruto: Clash of Ninja 2,GC,Nintendo,8ing/Raizing,Fighting,T,2003,74,22,8.9,39,1.04
Dance Dance Revolution SuperNOVA,PS2,Konami Digital Entertainment,Konami,Simulation,E10+,2006,73,25,8.7,6,1.04
Aliens vs Predator,PS3,Sega,Rebellion,Shooter,M,2010,65,57,7.3,168,1.04
Bomberman 64,N64,Hudson Soft,,Puzzle,,1997,,,,,1.04
Jeremy McGrath Supercross 98,PS,Acclaim Entertainment,,Racing,,1998,,,,,1.04
F-Zero: Maximum Velocity,GBA,Nintendo,Nd Cube,Racing,E,2001,86,19,8.5,22,1.04
Sonic the Hedgehog,X360,Sega,Sega,Platform,E10+,2006,46,38,4.4,455,1.04
